설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
삼가-15,경기도,용인시,,경기도 용인시 처인구 삼가동 270-18,37.2401081027,127.1667001336,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-14,경기도,용인시,,경기도 용인시 처인구 삼가동 270-18,37.2401081027,127.1667001336,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-13,경기도,용인시,,경기도 용인시 처인구 삼가동 137-22,37.2475824,127.1659856936,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-12,경기도,용인시,,경기도 용인시 처인구 삼가동 137-26,37.2477959,127.1661014,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-11,경기도,용인시,,경기도 용인시 처인구 삼가동 137-9,37.2476429371,127.1654021338,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-10,경기도,용인시,,경기도 용인시 처인구 삼가동 481-67,37.2479936898,127.1659422493,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-9,경기도,용인시,,경기도 용인시 처인구 삼가동 199-7,37.2411075046,127.1705163456,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-8,경기도,용인시,,경기도 용인시 처인구 삼가동 510,37.2470823735,127.1661824,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-7,경기도,용인시,,경기도 용인시 처인구 삼가동 553,37.2380406292,127.1729339329,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-6,경기도,용인시,,경기도 용인시 처인구 삼가동 553,37.2380406292,127.1729339329,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-5,경기도,용인시,,경기도 용인시 처인구 삼가동 268-25,37.2382329473,127.168812591,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-4,경기도,용인시,,경기도 용인시 처인구 삼가동 173-87,37.2417234,127.1681952095,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-3,경기도,용인시,,경기도 용인시 처인구 삼가동 561-3,37.2388304884,127.1779758642,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-2,경기도,용인시,,경기도 용인시 처인구 삼가동 561-3,37.2388304884,127.1779758642,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-1,경기도,용인시,,경기도 용인시 처인구 삼가동 196-7,37.2406939822,127.1706309768,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
역북-57,경기도,용인시,,경기도 용인시 처인구 역북동 557-129,37.2317610796,127.1809712743,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
역북-56,경기도,용인시,,경기도 용인시 처인구 역북동 211-10,37.246911953,127.1900587071,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
역북-55,경기도,용인시,,경기도 용인시 처인구 역북동 211-10,37.246911953,127.1900587071,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
역북-54,경기도,용인시,,경기도 용인시 처인구 역북동 208-14,37.2470624474,127.1897824451,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
역북-53,경기도,용인시,,경기도 용인시 처인구 역북동 208-14,37.2470624474,127.1897824451,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-33,경기도,용인시,,경기도 용인시 처인구 유방동 475-14,37.2521721661,127.2123651,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-32,경기도,용인시,,경기도 용인시 처인구 고림동 820-159,37.2518262,127.2247406065,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-31,경기도,용인시,,경기도 용인시 처인구 유방동 595-1,37.2609915,127.1985732101,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-30,경기도,용인시,,경기도 용인시 처인구 유방동 777-1,37.2621243293,127.1944447762,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-29,경기도,용인시,,경기도 용인시 처인구 고림동 390-15,37.2517211,127.2248027,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-28,경기도,용인시,,경기도 용인시 처인구 유방동 1019-19,37.2600325588,127.2011637571,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-27,경기도,용인시,,경기도 용인시 처인구 유방동 1058-1,37.2598563,127.2009632,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-26,경기도,용인시,,경기도 용인시 처인구 유방동 86-1,37.2598118,127.2009378,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-25,경기도,용인시,,경기도 용인시 처인구 고림동 634,37.2485354396,127.2183345546,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-24,경기도,용인시,,경기도 용인시 처인구 고림동 634-10,37.2482629,127.2186846,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-23,경기도,용인시,,경기도 용인시 처인구 고림동 892-17,37.2482497948,127.2187409,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-22,경기도,용인시,,경기도 용인시 처인구 고림동 592-16,37.250625661,127.2232446,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-21,경기도,용인시,,경기도 용인시 처인구 고림동 362-1,37.2503336689,127.2235325389,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-20,경기도,용인시,,경기도 용인시 처인구 유방동 32-18,37.2591253,127.2125355,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-19,경기도,용인시,,경기도 용인시 처인구 유방동 309-6,37.2593031538,127.2127955413,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-18,경기도,용인시,,경기도 용인시 처인구 유방동 310-12,37.2584460488,127.2127415727,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-17,경기도,용인시,,경기도 용인시 처인구 유방동 354-18,37.2576791958,127.2124621,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-16,경기도,용인시,,경기도 용인시 처인구 고림동 592-16,37.250625661,127.2232222348,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-15,경기도,용인시,,경기도 용인시 처인구 고림동 592-26,37.2506471,127.2234205625,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-14,경기도,용인시,,경기도 용인시 처인구 고림동 730-26,37.2405444,127.2125608,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-13,경기도,용인시,,경기도 용인시 처인구 고림동 730-5,37.2406307,127.212678,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-12,경기도,용인시,,경기도 용인시 처인구 고림동 735-19,37.2405102,127.2127595,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-11,경기도,용인시,,경기도 용인시 처인구 고림동 791-5,37.2401150908,127.2130424665,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-10,경기도,용인시,,경기도 용인시 처인구 유방동 516-11,37.2449269984,127.2124597718,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-9,경기도,용인시,,경기도 용인시 처인구 유방동 519-1,37.2453255008,127.2132688941,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-8,경기도,용인시,,경기도 용인시 처인구 고림동 596-11,37.2496943061,127.2225196123,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-7,경기도,용인시,,경기도 용인시 처인구 고림동 652-17,37.2475498619,127.219981448,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-6,경기도,용인시,,경기도 용인시 처인구 고림동 652-4,37.2471868,127.2203541933,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-5,경기도,용인시,,경기도 용인시 처인구 고림동 736-41,37.2420882,127.2154513849,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-4,경기도,용인시,,경기도 용인시 처인구 고림동 736-41,37.2420087534,127.2154513849,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-3,경기도,용인시,,경기도 용인시 처인구 고림동 787-3,37.2393251,127.2143841,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-2,경기도,용인시,,경기도 용인시 처인구 고림동 787-23,37.2394019,127.2146666,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-1,경기도,용인시,,경기도 용인시 처인구 고림동 785-1,37.2398873,127.2147904,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
삼가-30,경기도,용인시,,경기도 용인시 처인구 삼가동 560,37.2410531274,127.1799982,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-3,경기도,용인시,,경기도 용인시 처인구 마평동 618-48,37.233405238,127.2136759278,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-2,경기도,용인시,,경기도 용인시 처인구 마평동 853-6,37.2377196374,127.2108219585,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-1,경기도,용인시,,경기도 용인시 처인구 마평동 758-82,37.2368591057,127.2098879827,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-64,경기도,용인시,,경기도 용인시 처인구 고림동 1028,37.243300,127.222400,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-63,경기도,용인시,,경기도 용인시 처인구 고림동 1028,37.243100,127.222700,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-62,경기도,용인시,,경기도 용인시 처인구 고림동 989-1,37.2451171687,127.2146442023,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-61,경기도,용인시,,경기도 용인시 처인구 고림동 663-4,37.245000,127.221300,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-60,경기도,용인시,,경기도 용인시 처인구 고림동 662-23,37.2450267876,127.2211315152,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-59,경기도,용인시,,경기도 용인시 처인구 고림동 665-12,37.2462268958,127.2204348677,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-58,경기도,용인시,,경기도 용인시 처인구 고림동 665-13,37.246100,127.2203726578,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-57,경기도,용인시,,경기도 용인시 처인구 고림동 820-8,37.2661610142,127.2217549177,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-56,경기도,용인시,,경기도 용인시 처인구 고림동 820-8,37.2661610142,127.2217549177,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-55,경기도,용인시,,경기도 용인시 처인구 유방동 501-20,37.249376062,127.2126519613,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-54,경기도,용인시,,경기도 용인시 처인구 고림동 606-12,37.2484703,127.2215579397,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-53,경기도,용인시,,경기도 용인시 처인구 고림동 598-2,37.249458051,127.222512288,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-52,경기도,용인시,,경기도 용인시 처인구 고림동 673-2,37.2490553,127.2165761333,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-51,경기도,용인시,,경기도 용인시 처인구 고림동 724,37.2423146,127.2148514871,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-50,경기도,용인시,,경기도 용인시 처인구 고림동 735-21,37.2424085,127.2144726,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-49,경기도,용인시,,경기도 용인시 처인구 고림동 990,37.2447778963,127.214584932,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-48,경기도,용인시,,경기도 용인시 처인구 고림동 673-33,37.2497565318,127.2163250107,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-47,경기도,용인시,,경기도 용인시 처인구 고림동 673-14,37.2498237028,127.2162626176,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-46,경기도,용인시,,경기도 용인시 처인구 유방동 245-22,37.260191,127.2129142,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-45,경기도,용인시,,경기도 용인시 처인구 고림동 390-5,37.2516404,127.2247966787,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-44,경기도,용인시,,경기도 용인시 처인구 고림동 220-4,37.2495562,127.2312399239,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-43,경기도,용인시,,경기도 용인시 처인구 고림동 820-33,37.2502538887,127.2282794959,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-42,경기도,용인시,,경기도 용인시 처인구 고림동 971,37.2522934354,127.2195272,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-41,경기도,용인시,,경기도 용인시 처인구 고림동 971,37.2522934354,127.2195440064,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-40,경기도,용인시,,경기도 용인시 처인구 고림동 653-3,37.2473015412,127.2206620036,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-39,경기도,용인시,,경기도 용인시 처인구 고림동 668-1,37.2454118178,127.218985176,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-38,경기도,용인시,,경기도 용인시 처인구 고림동 667-17,37.2460679,127.2195540983,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-37,경기도,용인시,,경기도 용인시 처인구 고림동 668-1,37.2454118178,127.2189197,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-36,경기도,용인시,,경기도 용인시 처인구 고림동 668-1,37.2454118178,127.218985176,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-35,경기도,용인시,,경기도 용인시 처인구 고림동 743-1,37.2427388,127.2163164,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
유림-34,경기도,용인시,,경기도 용인시 처인구 유방동 1025,37.2519632301,127.2125676642,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
새마을금고 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 496-4,37.4869402493,126.9471627292,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
던킨도너츠 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 496-12,37.4870921515,126.9470147065,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
구암고등학교 정문 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 1712-10,37.491629258,126.9510484931,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
성현동아아파트 104동,서울특별시,관악구,서울특별시 관악구 관악로 287,서울특별시 관악구 봉천동 1703,37.4893949309,126.9569465374,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
로잔동물병원 앞,서울특별시,관악구,서울특별시 관악구 관악로29길 3,서울특별시 관악구 봉천동 40-29,37.48640285,126.9564269,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
강남중앙교회 앞,서울특별시,관악구,서울특별시 관악구 관악로 302,서울특별시 관악구 봉천동 1002,37.4906794341,126.9570200908,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
메가커피 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 984-7,37.4894260641,126.9284513001,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
은천경희한의원 앞,서울특별시,관악구,서울특별시 관악구 은천로 25,서울특별시 관악구 봉천동 952-20,37.4864255667,126.9382512409,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
이화약국 앞,서울특별시,관악구,서울특별시 관악구 봉천로 281,서울특별시 관악구 봉천동 968-36,37.48772707,126.9324887,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
황군집,서울특별시,관악구,서울특별시 관악구 보라매로 17,서울특별시 관악구 봉천동 702-102,37.49102821,126.9269267,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
CU 앞,서울특별시,관악구,서울특별시 관악구 보라매로 20,서울특별시 관악구 봉천동 702-36,37.49114264,126.9273628,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
크린토피아 앞,서울특별시,관악구,서울특별시 관악구 봉천로 259,서울특별시 관악구 봉천동 969-42,37.4887763,126.9303125,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
대박집 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 971-3,37.4896865,126.928067,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
SK텔레콤 앞 교통섬,서울특별시,관악구,서울특별시 관악구 보라매로5길 1,서울특별시 관악구 봉천동 729-1,37.4921970589,126.9264463656,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
롯데백화점 코너 횡단보도,서울특별시,관악구,서울특별시 관악구 보라매로3길 31,서울특별시 관악구 봉천동 729-22,37.49073798,126.9250299,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
당곡사거리 당곡역 출구 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 972-3,37.48984114,126.9275237,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
삼성디지털프라자 앞 교통섬,서울특별시,관악구,서울특별시 관악구 봉천로 239,서울특별시 관악구 봉천동 971-14,37.48956943,126.9283217,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
동부-17,경기도,용인시,,경기도 용인시 처인구 마평동 573-26,37.2282839765,127.2152385534,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-16,경기도,용인시,,경기도 용인시 처인구 마평동 572-9,37.2281172845,127.215575,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-15,경기도,용인시,,경기도 용인시 처인구 마평동 717-2,37.237888,127.2105372957,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-14,경기도,용인시,,경기도 용인시 처인구 마평동 889,37.233192619,127.2116915482,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-13,경기도,용인시,,경기도 용인시 처인구 마평동 889,37.233192619,127.2116965,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-12,경기도,용인시,,경기도 용인시 처인구 마평동 610-7,37.2331515389,127.2155267,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-11,경기도,용인시,,경기도 용인시 처인구 마평동 612-13,37.2333908,127.2156086287,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-10,경기도,용인시,,경기도 용인시 처인구 마평동 685-7,37.2366824559,127.2137975112,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-9,경기도,용인시,,경기도 용인시 처인구 마평동 685-7,37.2366824559,127.2137975112,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-8,경기도,용인시,,경기도 용인시 처인구 마평동 759-21,37.2329959987,127.219989483,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-7,경기도,용인시,,경기도 용인시 처인구 마평동 531-2,37.2333020685,127.2175373,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-6,경기도,용인시,,경기도 용인시 처인구 마평동 531-2,37.2333020685,127.2175297468,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-5,경기도,용인시,,경기도 용인시 처인구 마평동 758-59,37.2360477604,127.2157607275,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
동부-4,경기도,용인시,,경기도 용인시 처인구 마평동 619-23,37.2330622,127.2134271989,접이식그늘막,,,,,경기도 용인시,,2025-08-13,4050000,경기도 용인시
서울대입구역 3번출구 옆,서울특별시,관악구,서울특별시 관악구 남부순환로 1822,서울특별시 관악구 봉천동 979-2,37.4811526632,126.9526451049,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
마차이짬뽕 앞,서울특별시,관악구,서울특별시 관악구 관악로 144,서울특별시 관악구 봉천동 1597-1,37.4779373944,126.9526013461,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
서울시민대학다시가는캠퍼스 건너편,서울특별시,관악구,서울특별시 관악구 낙성대로 70,서울특별시 관악구 봉천동 272,37.4721515982,126.958193623,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
PUDAGI 호프집 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 1693-40,37.4773058897,126.9591696198,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
낙성대골프연습장 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 274-4,37.4727814007,126.9587757232,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
전동휠체어운전연습장 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 274-2,37.4730110316,126.9592369994,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
낙성대현대아파트 201동 앞,서울특별시,관악구,서울특별시 관악구 낙성대로 37,서울특별시 관악구 봉천동 296,37.4752365355,126.9593964769,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
무궁화반점 앞,서울특별시,관악구,서울특별시 관악구 남부순환로 1852,서울특별시 관악구 봉천동 1601-22,37.4798873457,126.9555827317,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
주사랑교회 앞,서울특별시,관악구,서울특별시 관악구 관악로 118,서울특별시 관악구 봉천동 1596-8,37.4759060612,126.9530348317,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
경기남부수협 앞,서울특별시,관악구,서울특별시 관악구 남부순환로 1872,서울특별시 관악구 봉천동 1663-1,37.4791192341,126.9575398835,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
인헌초등학교 앞,서울특별시,관악구,,서울특별시 관악구 봉천동 212-7,37.47675499,126.9598639,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
사랑의 병원 옆,서울특별시,관악구,서울특별시 관악구 남부순환로 1860,서울특별시 관악구 봉천동 1664-1,37.47962478,126.9562858,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
서울대입구역 1번출구,서울특별시,관악구,서울특별시 관악구 남부순환로 1822,서울특별시 관악구 봉천동 979-2,37.4811526632,126.9526451049,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
스타벅스 낙성대역점 앞 횡단보도,서울특별시,관악구,서울특별시 관악구 남부순환로 1908,서울특별시 관악구 봉천동 1660-1,37.47770339,126.9612056,접이식그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
낙성대현대마을,서울특별시,관악구,서울특별시 관악구 솔밭로 23,서울특별시 관악구 봉천동 148-6,37.4795992971,126.9634870734,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
관악우성아파트 104동,서울특별시,관악구,서울특별시 관악구 관악로30길 12,서울특별시 관악구 봉천동 1706,37.4840983063,126.9606844742,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
관악프라자 앞,서울특별시,관악구,서울특별시 관악구 관악로 212,서울특별시 관악구 봉천동 31-1,37.4836231381,126.9551835493,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
Office19.co.kr 건물 앞,서울특별시,관악구,서울특별시 관악구 남부순환로 1895,서울특별시 관악구 봉천동 1680-11,37.4787202306,126.9602848071,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
관악농협,서울특별시,관악구,서울특별시 관악구 남부순환로 1931,서울특별시 관악구 봉천동 1687-5,37.477228594,126.9638869728,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
KFC,서울특별시,관악구,서울특별시 관악구 남부순환로 1909-2,서울특별시 관악구 봉천동 1685-15,37.47796584,126.9617179,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
동보당약국,서울특별시,관악구,서울특별시 관악구 관악로 236,서울특별시 관악구 봉천동 36-21,37.4853989327,126.9563795352,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
관악희망약국 앞,서울특별시,관악구,서울특별시 관악구 관악로 248,서울특별시 관악구 봉천동 37-35,37.486210122,126.9571499668,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
연탄부락 앞,서울특별시,관악구,서울특별시 관악구 남부순환로 1891,서울특별시 관악구 봉천동 1679-25,37.4787795556,126.959865558,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
이마트24편의점 앞,서울특별시,관악구,서울특별시 관악구 남부순환로 1849,서울특별시 관악구 봉천동 1666-69,37.4804794621,126.9555114924,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
CU 편의점 앞 횡단보도,서울특별시,관악구,서울특별시 관악구 남부순환로 1873,서울특별시 관악구 봉천동 1674-4,37.4795585403,126.9579712934,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
KT후덕 서울대점 앞,서울특별시,관악구,서울특별시 관악구 봉천로 482,서울특별시 관악구 봉천동 858-1,37.4817363666,126.9533999913,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
봉천로 사거리 세븐일레븐 앞,서울특별시,관악구,서울특별시 관악구 관악로 192,서울특별시 관악구 봉천동 851-30,37.4821877724,126.9536300198,스마트그늘막,,,,,서울특별시 관악구청,,2025-08-07,3200000,서울특별시 관악구
